date,player_a_id,player_b_id,player_a_name,player_b_name,surface,elo_diff,surface_elo_diff,rank_diff,points_diff,recent_form_diff,recent_surface_form_diff,win_pct_diff,matches_played_diff,result
2024-06-10,207733,106218,Jack Draper,Marcos Giron,Grass,131.0817230040625,101.80507564882282,-209,-362,0.2,0.29999999999999993,0.1109601449275362,-88,1
2024-06-10,106218,207733,Marcos Giron,Jack Draper,Grass,-131.0817230040625,-101.80507564882282,209,362,-0.2,-0.29999999999999993,-0.1109601449275362,88,0
2024-06-10,207518,136440,Lorenzo Musetti,Dominik Koepfer,Grass,-18.393375609480927,65.99153732549371,-222,-480,0.0,0.37777777777777777,0.05285581147650115,92,1
2024-06-10,136440,207518,Dominik Koepfer,Lorenzo Musetti,Grass,18.393375609480927,-65.99153732549371,222,480,-0.0,-0.37777777777777777,-0.05285581147650115,-92,0
2024-06-10,122330,209098,Alexander Bublik,Hamad Medjedovic,Grass,73.30380591505241,175.49439325119602,617,883,-0.19999999999999996,0.9,-0.010504201680672232,210,1
2024-06-10,209098,122330,Hamad Medjedovic,Alexander Bublik,Grass,-73.30380591505241,-175.49439325119602,-617,-883,0.19999999999999996,-0.9,0.010504201680672232,-210,0
2024-06-10,207733,126610,Jack Draper,Matteo Berrettini,Grass,-48.19725109024057,-145.50309078919213,-308,-2711,-0.30000000000000004,-0.10000000000000009,-0.11655796339154223,-50,1
2024-06-10,126610,207733,Matteo Berrettini,Jack Draper,Grass,48.19725109024057,145.50309078919213,308,2711,0.30000000000000004,0.10000000000000009,0.11655796339154223,50,0
2024-06-10,126610,133430,Matteo Berrettini,Denis Shapovalov,Grass,126.90276736590044,162.4662848589985,6,820,0.19999999999999996,0.19999999999999996,0.15585585585585582,-47,1
2024-06-10,133430,126610,Denis Shapovalov,Matteo Berrettini,Grass,-126.90276736590044,-162.4662848589985,-6,-820,-0.19999999999999996,-0.19999999999999996,-0.15585585585585582,47,0
2024-06-10,126239,210506,Arthur Rinderknech,Alex Michelsen,Grass,-34.73060269609891,-101.84253118569427,88,127,0.0,-0.36666666666666664,0.0073643410852712865,89,1
2024-06-10,210506,126239,Alex Michelsen,Arthur Rinderknech,Grass,34.73060269609891,101.84253118569427,-88,-127,-0.0,0.36666666666666664,-0.0073643410852712865,-89,0
2024-06-10,105526,207925,Jan Lennard Struff,Flavio Cobolli,Grass,92.09925694778849,14.392030707537742,394,1152,0.0,0.09999999999999998,0.021739130434782594,130,1
2024-06-10,207925,105526,Flavio Cobolli,Jan Lennard Struff,Grass,-92.09925694778849,-14.392030707537742,-394,-1152,-0.0,-0.09999999999999998,-0.021739130434782594,-130,0
2024-06-10,105870,202260,Yannick Hanfmann,Henri Squire,Grass,30.96828500491779,-0.9309186191958361,173,317,-0.033333333333333326,0.4,0.14529914529914534,114,1
2024-06-10,202260,105870,Henri Squire,Yannick Hanfmann,Grass,-30.96828500491779,0.9309186191958361,-173,-317,0.033333333333333326,-0.4,-0.14529914529914534,-114,0
2024-06-10,106218,104918,Marcos Giron,Andy Murray,Grass,-10.254070363771234,-102.49141943332756,27,109,-0.10000000000000003,-0.19999999999999996,-0.03672374664741074,54,1
2024-06-10,104918,106218,Andy Murray,Marcos Giron,Grass,10.254070363771234,102.49141943332756,-27,-109,0.10000000000000003,0.19999999999999996,0.03672374664741074,-54,0
2024-06-10,207733,124116,Jack Draper,Sebastian Ofner,Grass,153.7197608922054,125.54367594230507,-157,-182,0.19999999999999996,0.55,0.1354788069073783,33,1
2024-06-10,124116,207733,Sebastian Ofner,Jack Draper,Grass,-153.7197608922054,-125.54367594230507,157,182,-0.19999999999999996,-0.55,-0.1354788069073783,-33,0
2024-06-10,207518,208659,Lorenzo Musetti,Giovanni Mpetshi Perricard,Grass,16.12919012862426,24.636537191117895,-74,-116,-0.29999999999999993,0.6,-0.12165775401069523,193,1
2024-06-10,208659,207518,Giovanni Mpetshi Perricard,Lorenzo Musetti,Grass,-16.12919012862426,-24.636537191117895,74,116,0.29999999999999993,-0.6,0.12165775401069523,-193,0
2024-06-10,136440,111190,Dominik Koepfer,Zhizhen Zhang,Grass,-48.82240211258522,-56.40305248111872,86,197,-0.19999999999999996,-0.1333333333333333,-0.04464285714285715,36,1
2024-06-10,111190,136440,Zhizhen Zhang,Dominik Koepfer,Grass,48.82240211258522,56.40305248111872,-86,-197,0.19999999999999996,0.1333333333333333,0.04464285714285715,-36,0
2024-06-10,209098,206681,Hamad Medjedovic,Fabian Marozsan,Grass,-24.240382236484947,-10.081217034097108,-313,-86,0.09999999999999998,0.0,-0.0035919540229885083,-19,1
2024-06-10,206681,209098,Fabian Marozsan,Hamad Medjedovic,Grass,24.240382236484947,10.081217034097108,313,86,-0.09999999999999998,-0.0,0.0035919540229885083,19,0
2024-06-10,126610,126128,Matteo Berrettini,Roman Safiullin,Grass,167.124911559373,169.70351450220323,191,2572,0.5,0.07499999999999996,0.22213936531609912,68,1
2024-06-10,126128,126610,Roman Safiullin,Matteo Berrettini,Grass,-167.124911559373,-169.70351450220323,-191,-2572,-0.5,-0.07499999999999996,-0.22213936531609912,-68,0
2024-06-10,133430,200188,Denis Shapovalov,Matteo Martineau,Grass,78.47338479940754,28.161803314758572,285,1866,0.5,0.0,0.5306122448979592,195,1
2024-06-10,200188,133430,Matteo Martineau,Denis Shapovalov,Grass,-78.47338479940754,-28.161803314758572,-285,-1866,-0.5,-0.0,-0.5306122448979592,-195,0
2024-06-10,105902,105732,James Duckworth,Pierre Hugues Herbert,Grass,23.336723378109355,11.070626368645662,-31,-264,0.0,0.4,-0.011969973625481856,40,1
2024-06-10,105732,105902,Pierre Hugues Herbert,James Duckworth,Grass,-23.336723378109355,-11.070626368645662,31,264,-0.0,-0.4,0.011969973625481856,-40,0
2024-06-10,206909,111153,Brandon Nakashima,Christopher Eubanks,Grass,95.87297382526322,-85.3709093862376,-73,-76,0.4,-0.4,0.12234042553191488,69,1
2024-06-10,111153,206909,Christopher Eubanks,Brandon Nakashima,Grass,-95.87297382526322,85.3709093862376,73,76,-0.4,0.4,-0.12234042553191488,-69,0
2024-06-10,200615,208014,Alexei Popyrin,Rinky Hijikata,Grass,81.76647252986209,-122.3553318380416,280,472,0.10000000000000003,-0.4666666666666666,0.017457180500658753,94,1
2024-06-10,208014,200615,Rinky Hijikata,Alexei Popyrin,Grass,-81.76647252986209,122.3553318380416,-280,-472,-0.10000000000000003,0.4666666666666666,-0.017457180500658753,-94,0
2024-06-10,207518,122330,Lorenzo Musetti,Alexander Bublik,Grass,-91.83317079303424,-141.35011904407338,-256,-790,-0.09999999999999998,-0.30000000000000004,-0.010123481987957983,-34,1
2024-06-10,122330,207518,Alexander Bublik,Lorenzo Musetti,Grass,91.83317079303424,141.35011904407338,256,790,0.09999999999999998,0.30000000000000004,0.010123481987957983,34,0
2024-06-10,200624,209262,Sebastian Korda,Tristan Schoolkate,Grass,216.50726099487088,42.75137559520476,619,202,0.5,0.09999999999999998,0.5989010989010989,181,1
2024-06-10,209262,200624,Tristan Schoolkate,Sebastian Korda,Grass,-216.50726099487088,-42.75137559520476,-619,-202,-0.5,-0.09999999999999998,-0.5989010989010989,-181,0
2024-06-10,200282,200624,Alex De Minaur,Sebastian Korda,Grass,150.30706999361792,56.75447035988418,207,1555,0.09999999999999998,0.09999999999999998,0.024389729307762065,76,1
2024-06-10,200624,200282,Sebastian Korda,Alex De Minaur,Grass,-150.30706999361792,-56.75447035988418,-207,-1555,-0.09999999999999998,-0.09999999999999998,-0.024389729307762065,-76,0
2024-06-10,200282,200005,Alex De Minaur,Ugo Humbert,Grass,154.98893941758752,111.62009465228698,39,875,0.29999999999999993,0.29999999999999993,0.08525641025641029,68,1
2024-06-10,200005,200282,Ugo Humbert,Alex De Minaur,Grass,-154.98893941758752,-111.62009465228698,-39,-875,-0.29999999999999993,-0.29999999999999993,-0.08525641025641029,-68,0
2024-06-10,200624,134868,Sebastian Korda,Tallon Griekspoor,Grass,-1.3116405848941213,-30.05881843623297,-50,-68,-0.09999999999999998,-0.30000000000000004,0.08775897286256196,35,1
2024-06-10,134868,200624,Tallon Griekspoor,Sebastian Korda,Grass,1.3116405848941213,30.05881843623297,50,68,0.09999999999999998,0.30000000000000004,-0.08775897286256196,-35,0
2024-06-10,200282,105683,Alex De Minaur,Milos Raonic,Grass,228.3011218956965,134.0929498990306,14,470,0.30000000000000004,0.30000000000000004,-0.004980842911877392,201,1
2024-06-10,105683,200282,Milos Raonic,Alex De Minaur,Grass,-228.3011218956965,-134.0929498990306,-14,-470,-0.30000000000000004,-0.30000000000000004,0.004980842911877392,-201,0
2024-06-10,200005,133835,Ugo Humbert,Gijs Brouwer,Grass,196.91510624843,27.45179066806122,304,783,0.10000000000000003,0.15000000000000002,0.060599234061725626,170,1
2024-06-10,133835,200005,Gijs Brouwer,Ugo Humbert,Grass,-196.91510624843,-27.45179066806122,-304,-783,-0.10000000000000003,-0.15000000000000002,-0.060599234061725626,-170,0
2024-06-10,134868,126846,Tallon Griekspoor,Aleksandar Vukic,Grass,225.31584501966063,88.77778295179223,18,1,0.09999999999999998,0.36666666666666664,0.12787878787878793,84,1
2024-06-10,126846,134868,Aleksandar Vukic,Tallon Griekspoor,Grass,-225.31584501966063,-88.77778295179223,-18,-1,-0.09999999999999998,-0.36666666666666664,-0.12787878787878793,-84,0
2024-06-10,200624,126205,Sebastian Korda,Tommy Paul,Grass,-35.5535736603656,3.236975543504741,-135,-380,-0.09999999999999998,-0.09999999999999998,0.012499999999999956,-55,1
2024-06-10,126205,200624,Tommy Paul,Sebastian Korda,Grass,35.5535736603656,-3.236975543504741,135,380,0.09999999999999998,0.09999999999999998,-0.012499999999999956,55,0
2024-06-10,208134,105676,Luca Nardi,David Goffin,Grass,-27.131309016489013,-29.642990439514733,-906,-2322,0.0,-0.09999999999999998,-0.20721554116558744,-118,1
2024-06-10,105676,208134,David Goffin,Luca Nardi,Grass,27.131309016489013,29.642990439514733,906,2322,-0.0,0.09999999999999998,0.20721554116558744,118,0
2024-06-10,105683,105138,Milos Raonic,Roberto Bautista Agut,Grass,88.43226352268402,-90.10076204139295,-22,-1030,0.0,-0.29999999999999993,0.04869339392955696,-141,1
2024-06-10,105138,105683,Roberto Bautista Agut,Milos Raonic,Grass,-88.43226352268402,90.10076204139295,22,1030,-0.0,0.29999999999999993,-0.04869339392955696,141,0
2024-06-10,200005,209950,Ugo Humbert,Arthur Fils,Grass,164.2765807644812,52.294057333213004,251,736,0.0,0.4,-0.0016200294550809957,124,1
2024-06-10,209950,200005,Arthur Fils,Ugo Humbert,Grass,-164.2765807644812,-52.294057333213004,-251,-736,-0.0,-0.4,0.0016200294550809957,-124,0
2024-06-10,133835,105173,Gijs Brouwer,Adrian Mannarino,Grass,-90.92396042606924,-153.91812166664545,-318,-994,0.0,-0.6000000000000001,-0.044014084507042306,-189,1
2024-06-10,105173,133835,Adrian Mannarino,Gijs Brouwer,Grass,90.92396042606924,153.91812166664545,318,994,-0.0,0.6000000000000001,0.044014084507042306,189,0
2024-06-10,134868,111456,Tallon Griekspoor,Mackenzie Mcdonald,Grass,166.14185243791417,64.98792254691853,-46,-131,0.3,0.09999999999999998,0.03346318659914305,-19,1
2024-06-10,111456,134868,Mackenzie Mcdonald,Tallon Griekspoor,Grass,-166.14185243791417,-64.98792254691853,46,131,-0.3,-0.09999999999999998,-0.03346318659914305,19,0
2024-06-10,200282,200267,Alex De Minaur,Zizou Bergs,Grass,413.47506492660955,163.25305529182265,510,1717,0.30000000000000004,0.8,0.3242154368108566,226,1
2024-06-10,200267,200282,Zizou Bergs,Alex De Minaur,Grass,-413.47506492660955,-163.25305529182265,-510,-1717,-0.30000000000000004,-0.8,-0.3242154368108566,-226,0
2024-06-10,126846,126845,Aleksandar Vukic,Max Purcell,Grass,1.7845901666582904,-13.064610720783094,23,66,0.0,-0.11428571428571432,0.02019315188762072,-1,1
2024-06-10,126845,126846,Max Purcell,Aleksandar Vukic,Grass,-1.7845901666582904,13.064610720783094,-23,-66,-0.0,0.11428571428571432,-0.02019315188762072,1,0
2024-06-10,200624,208134,Sebastian Korda,Luca Nardi,Grass,258.96266996913914,59.2530614534744,692,207,0.19999999999999996,-0.4,0.31048387096774194,162,1
2024-06-10,208134,200624,Luca Nardi,Sebastian Korda,Grass,-258.96266996913914,-59.2530614534744,-692,-207,-0.19999999999999996,0.4,-0.31048387096774194,-162,0
2024-06-10,126205,200615,Tommy Paul,Alexei Popyrin,Grass,141.2857902823655,109.99520683579203,5,15,0.19999999999999996,0.3,0.131824830591958,102,1
2024-06-10,200615,126205,Alexei Popyrin,Tommy Paul,Grass,-141.2857902823655,-109.99520683579203,-5,-15,-0.19999999999999996,-0.3,-0.131824830591958,-102,0
2024-06-10,200267,126646,Zizou Bergs,Tim Van Rijthoven,Grass,-87.23255527026163,-104.69447274741742,-323,-240,0.10000000000000003,-0.8,-0.28165007112375534,18,1
2024-06-10,126646,200267,Tim Van Rijthoven,Zizou Bergs,Grass,87.23255527026163,104.69447274741742,323,240,-0.10000000000000003,0.8,0.28165007112375534,-18,0
2024-06-10,105138,144817,Roberto Bautista Agut,Marc Andrea Huesler,Grass,108.34229667319164,101.69862605231538,293,2196,0.10000000000000003,0.3142857142857143,0.17416829745596868,130,1
2024-06-10,144817,105138,Marc Andrea Huesler,Roberto Bautista Agut,Grass,-108.34229667319164,-101.69862605231538,-293,-2196,-0.10000000000000003,-0.3142857142857143,-0.17416829745596868,-130,0
2024-06-10,105683,111442,Milos Raonic,Jordan Thompson,Grass,76.6661552150099,-51.71526534288387,31,427,0.2,0.0,0.15024437927663736,-103,1
2024-06-10,111442,105683,Jordan Thompson,Milos Raonic,Grass,-76.6661552150099,51.71526534288387,-31,-427,-0.2,-0.0,-0.15024437927663736,103,0
2024-06-10,209950,209070,Arthur Fils,Arthur Cazaux,Grass,27.91411204393694,-46.85875600088775,209,97,-0.2,-0.5,0.16021126760563376,55,1
2024-06-10,209070,209950,Arthur Cazaux,Arthur Fils,Grass,-27.91411204393694,46.85875600088775,-209,-97,0.2,0.5,-0.16021126760563376,-55,0
2024-06-10,133835,210150,Gijs Brouwer,Jakub Mensik,Grass,-113.61988576839008,-15.225335231472627,-155,-188,-0.2,-0.16666666666666669,-0.17000000000000004,5,1
2024-06-10,210150,133835,Jakub Mensik,Gijs Brouwer,Grass,113.61988576839008,15.225335231472627,155,188,0.2,0.16666666666666669,0.17000000000000004,-5,0
2024-06-10,105173,109303,Adrian Mannarino,Stefano Napolitano,Grass,72.17916892210974,93.37637231861208,512,1049,-0.30000000000000004,0.19999999999999996,0.09999999999999998,209,1
2024-06-10,109303,105173,Stefano Napolitano,Adrian Mannarino,Grass,-72.17916892210974,-93.37637231861208,-512,-1049,0.30000000000000004,-0.19999999999999996,-0.09999999999999998,-209,0
2024-06-10,134868,200175,Tallon Griekspoor,Miomir Kecmanovic,Grass,104.16401594687477,120.14786249710414,-113,-593,0.09999999999999998,0.29999999999999993,0.013157894736842146,-66,1
2024-06-10,200175,134868,Miomir Kecmanovic,Tallon Griekspoor,Grass,-104.16401594687477,-120.14786249710414,113,593,-0.09999999999999998,-0.29999999999999993,-0.013157894736842146,66,0
2024-06-10,111456,122298,Mackenzie Mcdonald,Botic Van De Zandschulp,Grass,-42.557557986458505,-11.639648577592425,30,-4,-0.4,0.0,-0.05070603337612328,7,1
2024-06-10,122298,111456,Botic Van De Zandschulp,Mackenzie Mcdonald,Grass,42.557557986458505,11.639648577592425,-30,4,0.4,-0.0,0.05070603337612328,-7,0
2024-06-10,126846,111575,Aleksandar Vukic,Karen Khachanov,Grass,-295.80150670558396,-89.59685184177602,-176,-1553,-0.39999999999999997,-0.32499999999999996,-0.23109243697478998,-170,1
2024-06-10,111575,126846,Karen Khachanov,Aleksandar Vukic,Grass,295.80150670558396,89.59685184177602,176,1553,0.39999999999999997,0.32499999999999996,0.23109243697478998,170,0
2024-06-17,200624,105777,Sebastian Korda,Grigor Dimitrov,Grass,-141.8612392600828,51.17698909862179,-205,-1482,0.09999999999999998,0.09999999999999998,-0.0246812011517894,-34,1
2024-06-17,105777,200624,Grigor Dimitrov,Sebastian Korda,Grass,141.8612392600828,-51.17698909862179,205,1482,-0.09999999999999998,-0.09999999999999998,0.0246812011517894,34,0
2024-06-17,208014,208286,Rinky Hijikata,Matteo Arnaldi,Grass,-201.677179344058,30.13436385159912,-100,-68,-0.49999999999999994,0.5714285714285714,-0.1206349206349206,-25,1
2024-06-17,208286,208014,Matteo Arnaldi,Rinky Hijikata,Grass,201.677179344058,-30.13436385159912,100,68,0.49999999999999994,-0.5714285714285714,0.1206349206349206,25,0
2024-06-17,126203,105683,Taylor Fritz,Milos Raonic,Grass,113.21213564835034,14.3597886756761,1,10,0.09999999999999998,0.02857142857142858,0.015455304928989166,203,1
2024-06-17,105683,126203,Milos Raonic,Taylor Fritz,Grass,-113.21213564835034,-14.3597886756761,-1,-10,-0.09999999999999998,-0.02857142857142858,-0.015455304928989166,-203,0
2024-06-17,126205,126214,Tommy Paul,Alejandro Tabilo,Grass,95.09631993618086,95.29219174230366,118,367,0.09999999999999998,0.39999999999999997,0.05106257378984658,158,1
2024-06-17,126214,126205,Alejandro Tabilo,Tommy Paul,Grass,-95.09631993618086,-95.29219174230366,-118,-367,-0.09999999999999998,-0.39999999999999997,-0.05106257378984658,-158,0
2024-06-17,111442,104918,Jordan Thompson,Andy Murray,Grass,48.75864834745357,13.493419725428794,71,466,-0.10000000000000003,0.0,-0.016520627966411128,34,1
2024-06-17,104918,111442,Andy Murray,Jordan Thompson,Grass,-48.75864834745357,-13.493419725428794,-71,-466,0.10000000000000003,-0.0,0.016520627966411128,-34,0
2024-06-17,207733,207989,Jack Draper,Carlos Alcaraz,Grass,-302.93429353495003,-87.2431100564504,90,77,-0.30000000000000004,-0.19999999999999996,-0.20361509835194047,-129,1
2024-06-17,207989,207733,Carlos Alcaraz,Jack Draper,Grass,302.93429353495003,87.2431100564504,-90,-77,0.30000000000000004,0.19999999999999996,0.20361509835194047,129,0
2024-06-17,126205,200624,Tommy Paul,Sebastian Korda,Grass,-6.227523125766311,-39.08069617565184,135,380,-0.10000000000000009,-0.09999999999999998,-0.01790561246826028,55,1
2024-06-17,200624,126205,Sebastian Korda,Tommy Paul,Grass,6.227523125766311,39.08069617565184,-135,-380,0.10000000000000009,0.09999999999999998,0.01790561246826028,-55,0
2024-06-17,111442,126203,Jordan Thompson,Taylor Fritz,Grass,-212.12368845561014,0.6670266978003383,-32,-437,-0.29999999999999993,-0.09999999999999998,-0.17264347709076233,-100,1
2024-06-17,126203,111442,Taylor Fritz,Jordan Thompson,Grass,212.12368845561014,-0.6670266978003383,32,437,0.29999999999999993,0.09999999999999998,0.17264347709076233,100,0
2024-06-17,200624,208014,Sebastian Korda,Rinky Hijikata,Grass,234.7867278411627,59.95383818864161,150,107,0.39999999999999997,-0.025000000000000022,0.16839199447895098,143,1
2024-06-17,208014,200624,Rinky Hijikata,Sebastian Korda,Grass,-234.7867278411627,-59.95383818864161,-150,-107,-0.39999999999999997,0.025000000000000022,-0.16839199447895098,-143,0
2024-06-17,126205,207733,Tommy Paul,Jack Draper,Grass,41.712377084980744,-46.92290895582437,226,441,0.0,-0.20000000000000007,0.00016393442622952836,144,1
2024-06-17,207733,126205,Jack Draper,Tommy Paul,Grass,-41.712377084980744,46.92290895582437,-226,-441,-0.0,0.20000000000000007,-0.00016393442622952836,-144,0
2024-06-17,207518,111442,Lorenzo Musetti,Jordan Thompson,Grass,14.269612747433712,-30.559058975318294,-248,-749,0.0,0.09999999999999998,0.03727461858529818,38,1
2024-06-17,111442,207518,Jordan Thompson,Lorenzo Musetti,Grass,-14.269612747433712,30.559058975318294,248,749,-0.0,-0.09999999999999998,-0.03727461858529818,-38,0
2024-06-17,126129,208659,Billy Harris,Giovanni Mpetshi Perricard,Grass,-48.927223787653475,28.56607481340052,16,32,-0.19999999999999996,0.5,-0.08333333333333337,-10,1
2024-06-17,208659,126129,Giovanni Mpetshi Perricard,Billy Harris,Grass,48.927223787653475,-28.56607481340052,-16,-32,0.19999999999999996,-0.5,0.08333333333333337,10,0
2024-06-17,207518,126129,Lorenzo Musetti,Billy Harris,Grass,112.8100159336202,50.693945588949646,-90,-148,-0.06666666666666665,-0.30000000000000004,-0.14492753623188404,204,1
2024-06-17,126129,207518,Billy Harris,Lorenzo Musetti,Grass,-112.8100159336202,-50.693945588949646,90,148,0.06666666666666665,0.30000000000000004,0.14492753623188404,-204,0
2024-06-17,207989,202103,Carlos Alcaraz,Francisco Cerundolo,Grass,317.6126854522022,137.47981032044459,-167,-115,0.20000000000000007,0.30000000000000004,0.25699394280884624,74,1
2024-06-17,202103,207989,Francisco Cerundolo,Carlos Alcaraz,Grass,-317.6126854522022,-137.47981032044459,167,115,-0.20000000000000007,-0.30000000000000004,-0.25699394280884624,-74,0
2024-06-17,207518,200282,Lorenzo Musetti,Alex De Minaur,Grass,-242.66986436048205,-78.02712389732028,-293,-1646,-0.20000000000000007,-0.10000000000000009,-0.10714024568587299,-55,1
2024-06-17,200282,207518,Alex De Minaur,Lorenzo Musetti,Grass,242.66986436048205,78.02712389732028,293,1646,0.20000000000000007,0.10000000000000009,0.10714024568587299,55,0
2024-06-17,126214,200221,Alejandro Tabilo,Alejandro Davidovich Fokina,Grass,10.807614092926087,-36.517337718280714,-123,-394,0.09999999999999998,-0.23333333333333336,0.014560279557367495,-117,1
2024-06-17,200221,126214,Alejandro Davidovich Fokina,Alejandro Tabilo,Grass,-10.807614092926087,36.517337718280714,123,394,-0.09999999999999998,0.23333333333333336,-0.014560279557367495,117,0
2024-06-17,126205,202104,Tommy Paul,Sebastian Baez,Grass,128.85869999348756,116.96462690186559,167,371,0.20000000000000007,0.2714285714285714,0.059785452642595494,89,1
2024-06-17,202104,126205,Sebastian Baez,Tommy Paul,Grass,-128.85869999348756,-116.96462690186559,-167,-371,-0.20000000000000007,-0.2714285714285714,-0.059785452642595494,-89,0
2024-06-17,105777,105173,Grigor Dimitrov,Adrian Mannarino,Grass,275.4205122213673,-80.10164474651583,23,591,0.39999999999999997,-0.19999999999999996,0.12380054473077728,7,1
2024-06-17,105173,105777,Adrian Mannarino,Grigor Dimitrov,Grass,-275.4205122213673,80.10164474651583,-23,-591,-0.39999999999999997,0.19999999999999996,-0.12380054473077728,-7,0
2024-06-17,200624,111575,Sebastian Korda,Karen Khachanov,Grass,14.343015593488872,57.60013951988731,-208,-1620,0.09999999999999998,-0.09999999999999998,-0.005615503193129312,-49,1
2024-06-17,111575,200624,Karen Khachanov,Sebastian Korda,Grass,-14.343015593488872,-57.60013951988731,208,1620,-0.09999999999999998,0.09999999999999998,0.005615503193129312,49,0
2024-06-17,208014,126207,Rinky Hijikata,Frances Tiafoe,Grass,-82.22401635394408,-62.603957166152895,-328,-937,-0.3,-0.14444444444444438,-0.15294342142925293,-176,1
2024-06-17,126207,208014,Frances Tiafoe,Rinky Hijikata,Grass,82.22401635394408,62.603957166152895,328,937,0.3,0.14444444444444438,0.15294342142925293,176,0
2024-06-17,208286,200005,Matteo Arnaldi,Ugo Humbert,Grass,-58.08737336830063,-66.19430314815463,-218,-719,0.09999999999999998,-0.5,-0.00837847598410979,-124,1
2024-06-17,200005,208286,Ugo Humbert,Matteo Arnaldi,Grass,58.08737336830063,66.19430314815463,218,719,-0.09999999999999998,0.5,0.00837847598410979,124,0
2024-06-17,111442,208029,Jordan Thompson,Holger Rune,Grass,-160.04022863045952,12.666477265815729,798,863,-0.19999999999999996,-0.09999999999999998,-0.13851110629201646,-22,1
2024-06-17,208029,111442,Holger Rune,Jordan Thompson,Grass,160.04022863045952,-12.666477265815729,-798,-863,0.19999999999999996,0.09999999999999998,0.13851110629201646,22,0
2024-06-17,104918,200615,Andy Murray,Alexei Popyrin,Grass,-79.08325096003182,97.73266548123433,-39,-173,0.0,0.2,0.03872180451127816,-7,1
2024-06-17,200615,104918,Alexei Popyrin,Andy Murray,Grass,79.08325096003182,-97.73266548123433,39,173,-0.0,-0.2,-0.03872180451127816,7,0
2024-06-17,105683,111815,Milos Raonic,Cameron Norrie,Grass,47.80606694339076,-73.3521933155746,20,330,0.09999999999999998,-0.19999999999999996,0.014312977099236623,-198,1
2024-06-17,111815,105683,Cameron Norrie,Milos Raonic,Grass,-47.80606694339076,73.3521933155746,-20,-330,-0.09999999999999998,0.19999999999999996,-0.014312977099236623,198,0
2024-06-17,126203,106121,Taylor Fritz,Taro Daniel,Grass,273.9662793372099,91.00496740168796,71,779,0.39999999999999997,0.5,0.27301610758090733,167,1
2024-06-17,106121,126203,Taro Daniel,Taylor Fritz,Grass,-273.9662793372099,-91.00496740168796,-71,-779,-0.39999999999999997,-0.5,-0.27301610758090733,-167,0
2024-06-17,208659,210097,Giovanni Mpetshi Perricard,Ben Shelton,Grass,-138.72312439739676,-10.176214248370798,44,74,0.09999999999999998,-0.3333333333333333,-0.00805008944543828,-73,1
2024-06-17,210097,208659,Ben Shelton,Giovanni Mpetshi Perricard,Grass,138.72312439739676,10.176214248370798,-44,-74,-0.09999999999999998,0.3333333333333333,0.00805008944543828,73,0
2024-06-17,126129,144869,Billy Harris,Tomas Martin Etcheverry,Grass,-146.5596119247091,31.76547127620597,35,61,-0.19999999999999996,0.25,0.022935779816513735,-105,1
2024-06-17,144869,126129,Tomas Martin Etcheverry,Billy Harris,Grass,146.5596119247091,-31.76547127620597,-35,-61,0.19999999999999996,-0.25,-0.022935779816513735,105,0
2024-06-17,206909,105554,Brandon Nakashima,Daniel Evans,Grass,132.56896175462157,55.812612312994816,-252,-985,0.4,0.2,0.0598414608252531,-57,1
2024-06-17,105554,206909,Daniel Evans,Brandon Nakashima,Grass,-132.56896175462157,-55.812612312994816,252,985,-0.4,-0.2,-0.0598414608252531,57,0
2024-06-17,126205,207518,Tommy Paul,Lorenzo Musetti,Grass,125.19821071471824,12.642659527319665,221,471,0.0,-0.10000000000000009,0.06718014548566542,37,1
2024-06-17,207518,126205,Lorenzo Musetti,Tommy Paul,Grass,-125.19821071471824,-12.642659527319665,-221,-471,-0.0,0.10000000000000009,-0.06718014548566542,-37,0
2024-06-17,207733,208363,Jack Draper,Mariano Navone,Grass,104.02368907719983,111.05898265111591,-198,-379,0.0,0.19999999999999996,-0.03488920320603495,80,1
2024-06-17,208363,207733,Mariano Navone,Jack Draper,Grass,-104.02368907719983,-111.05898265111591,198,379,-0.0,-0.19999999999999996,0.03488920320603495,-80,0
2024-06-17,100644,106214,Alexander Zverev,Oscar Otte,Grass,485.16782650667255,46.131365930483526,135,2922,0.6000000000000001,0.09999999999999998,0.3254578754578755,202,1
2024-06-17,106214,100644,Oscar Otte,Alexander Zverev,Grass,-485.16782650667255,-46.131365930483526,-135,-2922,-0.6000000000000001,-0.09999999999999998,-0.3254578754578755,-202,0
2024-06-17,207518,206909,Lorenzo Musetti,Brandon Nakashima,Grass,63.800993062333646,40.69056972712633,-17,-10,0.09999999999999998,0.19999999999999996,-0.021645021645021578,67,1
2024-06-17,206909,207518,Brandon Nakashima,Lorenzo Musetti,Grass,-63.800993062333646,-40.69056972712633,17,10,-0.09999999999999998,-0.19999999999999996,0.021645021645021578,-67,0
2024-06-17,209950,207830,Arthur Fils,Tomas Machac,Grass,-167.92605771718377,-16.235131148561322,-55,-41,-0.29999999999999993,0.25,-0.015710382513661192,11,1
2024-06-17,207830,209950,Tomas Machac,Arthur Fils,Grass,167.92605771718377,16.235131148561322,55,41,0.29999999999999993,-0.25,0.015710382513661192,-11,0
2024-06-17,206173,128034,Jannik Sinner,Hubert Hurkacz,Grass,229.63990802657054,-10.439535125248995,-42,-527,0.10000000000000009,0.20000000000000007,0.10521235521235517,29,1
